Thai,English
แยกทางหลวงหมายเลข 34 (กม.ที่ 35+900) - บ้านบางพระ,Highway 34 (km 35+900) - Ban Bang Phra
ปลักประดู่ - ถ้ำธารลอด,Plak Pradu - Tham Than Lod
เทพนิมิต - บ้านลานตากฟ้า,Thep Nimit - Ban Lan Tak Fah
แยกทางหลวงหมายเลข 4 (กม.ที่ 51+400) - บ้านคู,Highway 4 (km 51+400) - Ban Khu
แยกทางหลวงหมายเลข 304 (กม.ที่ 50+700) - บ้านหัวซา,Highway 304 (km 50+700) - Ban Hua Sa
นายม - เพชรบูรณ์,Mr. - Phetchabun
แยกทางหลวงหมายเลข 305 (กม.ที่ 31+800) - คลองแสนแสบ,Highway 305 (km 31+800) - Khlong Saen Saeb
แยกทางหลวงหมายเลข 217 (กม.ที่ 46+200) - บ้านสุขเกษม,Highway 217 (km 46+200) - Ban Suk Kasem
จ.3 ผังเมืองรวมเมืองตาก,"Mon. 3, Tak Tak City Planning"
สมุทรสงคราม - ลาดใหญ่,Samut Songkhram - Lat Yai
แยกทางหลวงหมายเลข 4 (กม.ที่ 529+000) - บ้านทุ่งมะพร้าว,Highway 4 (km 529+000) - Ban Thung Mok Coconut
แยกทางหลวงหมายเลข 333 (กม.ที่ 134+000) - บ้านประดาหัก,Highway intersection number 333 (Km. 134+000) - Ban Prakak
แยกทางหลวงหมายเลข 404 (กม.ที่ 3+950) - บ้านบางหมาก,Highway 404 (Km 3+950) - Ban Bang Mak
แยกสวนสมเด็จ - สะพานนนทบุรี,Suan Somdet - Nonthaburi Bridge
แยกทางหลวงหมายเลข 1067 (กม.ที่ 8+500) - บ้านท่าไม้,Highway 1067 (km 8+500) - Ban Tha Mai
ศรีบุญเรือง - โรงพยาบาลสันทราย,Sri Boonruang - San Sai Hospital
แยกทางหลวงหมายเลข 213 (กม.ที่ 4.481) - บ้านโคกสะอาด,Highway 213 (Km. 4.481) - Ban Khok Sa -at
น้ำปุ้น - นาคู,Nam Poon -Naku
แยกทางหลวงหมายเลข 2079 (กม.ที่ 17+000) - บ้านขุมดิน,Highway intersection number 2079 (km 17+000) - Ban Khum Din
แยกทางหลวงหมายเลข 33 (กม.ที่ 132+700) - บ้านพรหมณี,Highway 33 (km 132+700) - Ban Promnee
แยกทางหลวงหมายเลข 3239 (กม.ที่ 5+050) - บ้านหนองหัวลิง,Highway intersection number 3239 (km 5+050) - Ban Nong Hua Ling
แยกทางหลวงหมายเลข 117 (กม.ที่ 79+650) - บ้านตอรัง,Highway 117 (Km. 79+650) - Ban Tarang
แยกทางหลวงหมายเลข 41 (กม.ที่ 81+100) - บ้านหัสคุณ,Highway 41 (km 81+100) - Ban Huskhun
โคกกรวด - หนองสรวง,Khok Kruat - Nong Suang
ขุนห้วยไคร้ - ผาตั้ง,Khun Huai Khrai -Pha Tang
แยกทางหลวงชนบท สห.3008 (กม.ที่ 1+650) - โครงการพระราชดำริบ้านหนองลาด,Junction of the Saha Rural Road 3008 (Km 1+650) - Ban Nong Lat Royal Project
แยกทางหลวงหมายเลข 2445 (กม.ที่ 61+825) - บ้านตาปาง,Highway 2445 (Km 61+825) - Ban Tapang
นายม - ถ้ำน้ำบัง,Mr.
แยกทางหลวงหมายเลข 2201 (กม.ที่ 20+700) - บ้านแชร์ไปร์,Highway intersection number 2201 (km 20+700) - Ban Share
แยกทางหลวงหมายเลข 2354 (กม.ที่ 47+850) - แยกทางหลวงชนบทชัยภูมิ 4038 (กม.ที่ 3+100),Highway intersection number 2354 (Km. 47+850) - Chaiyaphum Rural Road 4038 (Km 3+100)
แยกทางหลวงหมายเลข 22 (กม.ที่ 216+400) - บ้านโพนสวรรค์,Highway 22 (km at 216+400) - Ban Phon Sawan
น้ำเดื่อ - น้ำดุก,Nam - Nam Duk
แยกทางหลวงหมายเลข 4264 (กม.ที่ 11+960) - บ้านย่านตาขาว,Highway 4264 (Km 11+960) - Ban Yan Ta Khao
ต้นปาบ - วิภาวดี,Ton Pap - Vibhavadi
แยกทางหลวงหมายเลข 201 (กม.ที่ 50+170) - บ้านเจริญผล,Highway intersection number 201 (km 50+170) - Ban Charoen Phol
แยกทางหลวงหมายเลข 108 (กม.ที่ 145+400) - บ้านสันติสุข,Highway 108 (km 145+400) - Ban Santisuk
แยกทางหลวงหมายเลข 3251 (กม.ที่ 14+600) - บ้านโพงาม,Highway intersection number 3251 (km 14+600) - Ban Pho Ngam
ทางเข้าชุมชนต้นมะม่วง,The entrance to the mango tree community
แยกทางหลวงหมายเลข 4031 (กม.ที่ 5+600) - บ้านโคกโตนด,Highway intersection number 4031 (Km 5+600) - Ban Khok Tanot
แยกทางหลวงหมายเลข 23 (กม.ที่ 139+700) - บ้านอีโก่ม,Highway 23 (km 139+700) - Ban Ego
ปากน้ำ - เฉลียงลับ,Pak Nam
แยกทางหลวงหมายเลข 217 (กม.ที่ 28+800) - บ้านสะพานโดม - บ้านนาโพธิ์,Highway 217 (Km. 28+800) - Ban Saphan Dome - Ban Na Pho
บางปู - บางพลี,Bang Pu - Bang Phli
บ้านโป่ง - มะขามคู่,Ban Pong - Tamarind
ปากพนัง - หัวไทร,Pak Phanang - Hua Sai
แยกทางหลวงหมายเลข 218 (กม.ที่ 28+200) - บ้านหนองปล่อง,Highway 218 (km 28+200) - Ban Nong Phlong
แยกทางหลวงหมายเลข 201 (กม.ที่ 128+800) - บ้านท่าสวนยา,Highway 2018 (Km 128+800) - Ban Tha Suan Ya
แยกทางหลวงชนบท พร.3024 (กม.ที่ 16+750) - บ้านโตน,"Junction of Rural Road, Por. 3024 (Km 16+750) - Ban Ton"
แยกทางหลวงหมายเลข 305 (กม.ที่ 15+700) - บ้านลำลูกกา,Highway 305 (km 15+700) - Ban Lam Luk Ka
แยกทางหลวงชนบท ยส.2002 (กม.ที่ 13+910) - บ้านท่าลาด,"Junction of Rural Roads, S. 2002 (Km 13+910) - Ban Tha Lat"
แยกทางหลวงหมายเลข 201 (กม.ที่ 12+000) - บ้านท่าลี่,Highway intersection number 201 (km 12+000) - Ban Tha Li
แยกทางหลวงหมายเลข 322 (กม.ที่ 7+150) - บ้านคลองขอม,Highway intersection number 322 (km 7+150) - Ban Khlong Khom
กุดเรือคำ - บ้านม่วง,Kud Bo Kham - Ban Muang
แยกทางหลวงหมายเลข 41 (กม.ที่ 76+300) - บ้านใหม่,Highway 41 (km 76+300) - New House
แยกทางหลวงหมายเลข 42 (กม.ที่ 77+500) - บ้านปรุหรน,Highway 42 (km 77+500) - Ban Pruran
แยกทางหลวงหมายเลข 331 (กม.ที่ 55+750) - บ้านหนองไผ่แก้ว,Highway 331 (km 55+750) - Ban Nong Phai Kaew
แยกทางหลวงชนบท นม.4035 (กม.ที่ 8+500) - บ้านหนองไผ่,Junction of Rural Roads. 4035 (Km 8+500) - Ban Nong Phai
แยกทางหลวงหมายเลข 24 (กม.ที่ 218+900) - บ้านห้วย,Highway 24 (km at 218+900) - Ban Huai
แยกทางหลวงหมายเลข 202 (กม.ที่ 81+500) - อำเภอชานุมาน,Highway 202 (km 81+500) - Chanuman District
แยกทางหลวงหมายเลข 408 (กม.ที่ 244+975) - บ้านลาแล (ตอนสงขลา),Highway intersection number 408 (Km. 244+975) - Ban La Lae (Songkhla episode)
สมุทรสาคร - โคกขาม,Samut Sakhon - Khok Kham
แยกทางหลวงหมายเลข 2218 (กม.ที่ 23+200) - บ้านโพนงาม,Highway intersection number 2218 (km 23+200) - Ban Phon Ngam
แยกทางหลวงหมายเลข 210 (กม.ที่ 97+227) - บ้านวังเลา,Highway 210 (Km 97+227) - Ban Wang Lao
แยกทางหลวงหมายเลข 218 (กม.ที่ 38+900) - บ้านหนองขาม,Highway 218 (Km 38+900) - Ban Nong Kham
แยกทางหลวงหมายเลข 222 (กม.ที่ 55+550) - บ้านดอนปอ,Highway 222 (km 55+550) - Ban Don Por
แยกทางหลวงชนบท นพ.2010 (กม.ที่ 25+925) - บ้านตาลกุด,"Rural Road Intersection, MD 2010 (Km. 25+925) - Ban Tan Kut"
ห้วยป่าไร่ - ฝาง,Huai Pa Rai - Fang
แยกทางหลวงหมายเลข 2169 (กม.ที่ 54+200) - บ้านห้องแซง,Highway intersection number 2169 (km 54+200) - Ban Saeng
รอบอ่างเก็บน้ำเขาระกำ,Around Khao Rakam Reservoir
อำเภอแม่แจ่ม - บ้านพุย,Mae Chaem District - Ban Phui
บางคูวัด - บางพูน,Some temples - Bang Phun
วังขอน - สี่แยกนาน้อย,Wang Khon - Na Noi Intersection
แยกทางหลวงหมายเลข 3390 (กม.ที่ 22+100) - บ้านหนองประดู่,Highway 3390 (km 22+100) - Ban Nong Pradu
ช่องพลี - หาดนพรัตน์ธารา,Channel - Nopparat Thara Beach
สวนมะเดื่อ - แยกท่ามะนาว,Fig Garden - Tha Manao Intersection
แยกทางลวงหมายเลข 21(กม.ที่ 84+400) - บ้านหนองสรวง,Separation of the way number 21 (km 84+400) - Ban Nong Suang
แยกทางหลวงหมายเลข 11 (กม.ที่ 131.269) - บ้านไดอีเผือก,Highway 11 (Km. 131.269) - Ban Dai Yueak
ทางเข้าตลาดท่าแซะ,The entrance to Tha Sae Market
แยกทางหลวงหมายเลข 4 (กม.ที่ 126+800) -บ้านในสระ,Highway 4 (Km. 126+800) -House in the pool
กะรุบี - ตะโล๊ะหะลอ,Karubi -Talohalo
แยกทางหลวงหมายเลข 2045 (กม.ที่ 34+600) - บ้านหนองกุง,Highway intersection number 2045 (km 34+600) - Ban Nong Kung
แยกทางหลวงหมายเลข 42 (กม.ที่ 50+650) - บ้านป่ากอ,Highway intersection number 42 (km 50+650) - Ban Pa Kor
แยกทางหลวงชนบท สค.4011 (กม.ที่ 11+000) - บ้านลาดบัว,"Junction of Rural Road, Aug 4011 (Km 11+000) - Ban Lat Bua"
แยกทางหลวงหมายเลข 205 (กม.ที่ 268+650) - บ้านปรางค์น้อย,Highway intersection number 205 (km at 268+650) - Ban Prang Noi
แยกวัดลาวทอง - วังยาง,Lao Thong -Wang Yang Temple Intersection
แยกทางหลวงหมายเลข 41 (กม.ที่ 150+100) - บ้านบางใบไม้,Highway intersection number 41 (km 150+100) - Ban Bang Bai Mai
แยกทางหลวงหมายเลข 3091 (กม.ที่ 16+000) - บ้านวัดเกาะ,Highway intersection number 3091 (Km 16+000) - Ban Wat Ko
แยกทางหลวงหมายเลข 43 (กม.ที่ 9+575) - บ้านควนขี้แรด,Highway 43 (Km 9+575) - Rhino Rhino
